,species,vernacularName,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,geodeticDatum,eventRemarks,locality,locationRemarks,occurrenceRemarks,stateProvince,year,month,basisOfRecord,taxonRank,taxonomicStatus
3135,Desmognathus quadramaculatus,,34.784342,-83.669561,50.0,WGS84,,"Chattahoochee National Forest, National Forest Road 79 & Chinquapin Creek",,,Georgia,1973.0,9.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3136,Desmognathus quadramaculatus,,34.784342,-83.669561,50.0,WGS84,,"Chattahoochee National Forest, National Forest Road 79 & Chinquapin Creek",,,Georgia,1973.0,9.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3137,Desmognathus quadramaculatus,Blackbelly Salamander,36.6523,-80.9317,,WGS84,,[Town of Galax],,"Under rock, hillside spring.",Virginia,1973.0,11.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3138,Desmognathus quadramaculatus,,35.0875,-84.034722,,WGS84,,"Shooting Creek, Murphy",,,North Carolina,1972.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3139,Desmognathus quadramaculatus,,35.0875,-84.034722,,WGS84,,"Shooting Creek, Murphy",,,North Carolina,1972.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3140,Desmognathus quadramaculatus,,35.0875,-84.034722,,WGS84,,"Shooting Creek, Murphy",,,North Carolina,1972.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3141,Desmognathus quadramaculatus,,35.0875,-84.034722,,WGS84,,"Shooting Creek, Murphy",,,North Carolina,1972.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3142,Desmognathus quadramaculatus,,35.0875,-84.034722,,WGS84,,"Shooting Creek, Murphy",,,North Carolina,1972.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3143,Desmognathus quadramaculatus,,35.0875,-84.034722,,WGS84,,"Shooting Creek, Murphy",,,North Carolina,1972.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3144,Desmognathus quadramaculatus,Blackbelly Salamander,36.1962,-82.0704,12070.0,WGS84,,Roan Mountain (saddle),,Badly desiccated,Tennessee,1972.0,4.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3145,Desmognathus quadramaculatus,,35.0875,-84.034722,,WGS84,,"Shooting Creek, Murphy",,,North Carolina,1972.0,4.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3146,Desmognathus quadramaculatus,,35.046111,-83.818056,,WGS84,,Hayesville,,,North Carolina,1972.0,4.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3147,Desmognathus quadramaculatus,,35.046111,-83.818056,,WGS84,,Hayesville,,,North Carolina,1972.0,4.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3148,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,"ca. 20 mi SW Asheville, Blue Ridge Parkway at Graveyard Fields",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3149,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,"ca. 20 mi SW Asheville, Blue Ridge Parkway at Graveyard Fields",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3150,Desmognathus quadramaculatus,,36.11495991808631,-81.9722153506975,2127.55,WGS84,,"3 mi NW Newland, 1 mi S Lutherock Camp",,,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3151,Desmognathus quadramaculatus,,36.11495991808631,-81.9722153506975,2127.55,WGS84,,"3 mi NW Newland, 1 mi S Lutherock Camp",,,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3152,Desmognathus quadramaculatus,,36.11495991808631,-81.9722153506975,2127.55,WGS84,,"3 mi NW Newland, 1 mi S Lutherock Camp",,,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3153,Desmognathus quadramaculatus,,36.11495991808631,-81.9722153506975,2127.55,WGS84,,"3 mi NW Newland, 1 mi S Lutherock Camp",,,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3154,Desmognathus quadramaculatus,,35.0251846726771,-83.18584686566015,349.23,WGS84,,"Hwy. 28, 3.0 mi N Georgia state line",,,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3155,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,"ca. 20 mi SW Asheville, Blue Ridge Parkway at Graveyard Fields",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3156,Desmognathus quadramaculatus,,35.453374783025566,-82.65603314990501,992.97,WGS84,,"15 mi SW Asheville, Blue Ridge Parkway mi 408 slope of Mt. Pisgah",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3157,Desmognathus quadramaculatus,,36.11495991808631,-81.9722153506975,2127.55,WGS84,,"3 mi NW Newland, 1 mi S Lutherock Camp",,,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3158,Desmognathus quadramaculatus,,36.11495991808631,-81.9722153506975,2127.55,WGS84,,"3 mi NW Newland, 1 mi S Lutherock Camp",,,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3159,Desmognathus quadramaculatus,,36.11495991808631,-81.9722153506975,2127.55,WGS84,,"3 mi NW Newland, 1 mi S Lutherock Camp",,,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3160,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,"ca. 20 mi SW Asheville, Blue Ridge Parkway at Graveyard Fields",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3161,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,"ca. 20 mi SW Asheville, Blue Ridge Parkway at Graveyard Fields",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3162,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,"ca. 20 mi SW Asheville, Blue Ridge Parkway at Graveyard Fields",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3163,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,"ca. 20 mi SW Asheville, Blue Ridge Parkway at Graveyard Fields",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3164,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,"ca. 20 mi SW Asheville, Blue Ridge Parkway at Graveyard Fields",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3165,Desmognathus quadramaculatus,,35.453374783025566,-82.65603314990501,992.97,WGS84,,"15 mi SW Asheville, Blue Ridge Parkway mi 408 slope of Mt. Pisgah",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3166,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,"ca. 20 mi SW Asheville, Blue Ridge Parkway at Graveyard Fields",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3167,Desmognathus quadramaculatus,,35.453374783025566,-82.65603314990501,992.97,WGS84,,"15 mi SW Asheville, Blue Ridge Parkway mi 408 slope of Mt. Pisgah",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3168,Desmognathus quadramaculatus,,36.11495991808631,-81.9722153506975,2127.55,WGS84,,"3 mi NW Newland, 1 mi S Lutherock Camp",,,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3169,Desmognathus quadramaculatus,,36.11495991808631,-81.9722153506975,2127.55,WGS84,,"3 mi NW Newland, 1 mi S Lutherock Camp",,,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3170,Desmognathus quadramaculatus,,36.11495991808631,-81.9722153506975,2127.55,WGS84,,"3 mi NW Newland, 1 mi S Lutherock Camp",,,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3171,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,"ca. 20 mi SW Asheville, Blue Ridge Parkway at Graveyard Fields",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3172,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,"ca. 20 mi SW Asheville, Blue Ridge Parkway at Graveyard Fields",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3173,Desmognathus quadramaculatus,,35.453374783025566,-82.65603314990501,992.97,WGS84,,"15 mi SW Asheville, Blue Ridge Parkway mi 408 slope of Mt. Pisgah",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3174,Desmognathus quadramaculatus,,36.11495991808631,-81.9722153506975,2127.55,WGS84,,"3 mi NW Newland, 1 mi S Lutherock Camp",,,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3175,Desmognathus quadramaculatus,,36.11495991808631,-81.9722153506975,2127.55,WGS84,,"3 mi NW Newland, 1 mi S Lutherock Camp",,,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3176,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,"ca. 20 mi SW Asheville, Blue Ridge Parkway at Graveyard Fields",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3177,Desmognathus quadramaculatus,,36.11495991808631,-81.9722153506975,2127.55,WGS84,,"3 mi NW Newland, 1 mi S Lutherock Camp",,,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3178,Desmognathus quadramaculatus,,35.0251846726771,-83.18584686566015,349.23,WGS84,,"Hwy. 28, 3.0 mi N Georgia state line",,,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3179,Desmognathus quadramaculatus,,36.11495991808631,-81.9722153506975,2127.55,WGS84,,"3 mi NW Newland, 1 mi S Lutherock Camp",,,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3180,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,"ca. 20 mi SW Asheville, Blue Ridge Parkway at Graveyard Fields",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3181,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,"ca. 20 mi SW Asheville, Blue Ridge Parkway at Graveyard Fields",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3182,Desmognathus quadramaculatus,,36.11495991808631,-81.9722153506975,2127.55,WGS84,,"3 mi NW Newland, 1 mi S Lutherock Camp",,,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3183,Desmognathus quadramaculatus,,36.11495991808631,-81.9722153506975,2127.55,WGS84,,"3 mi NW Newland, 1 mi S Lutherock Camp",,,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3184,Desmognathus quadramaculatus,,36.11495991808631,-81.9722153506975,2127.55,WGS84,,"3 mi NW Newland, 1 mi S Lutherock Camp",,,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3185,Desmognathus quadramaculatus,,36.06976100230936,-81.86561242399819,188.29,WGS84,,"Old Yonahlossee Rd., Linville",,,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3186,Desmognathus quadramaculatus,,35.453374783025566,-82.65603314990501,992.97,WGS84,,"15 mi SW Asheville, Blue Ridge Parkway mi 408 slope of Mt. Pisgah",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3187,Desmognathus quadramaculatus,,36.11495991808631,-81.9722153506975,2127.55,WGS84,,"3 mi NW Newland, 1 mi S Lutherock Camp",,,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3188,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,"ca. 20 mi SW Asheville, Blue Ridge Parkway at Graveyard Fields",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3189,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,"ca. 20 mi SW Asheville, Blue Ridge Parkway at Graveyard Fields",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3190,Desmognathus quadramaculatus,,35.0251846726771,-83.18584686566015,349.23,WGS84,,"Hwy. 28, 3.0 mi N Georgia state line",,,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3191,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,"ca. 20 mi SW Asheville, Blue Ridge Parkway at Graveyard Fields",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3192,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,"ca. 20 mi SW Asheville, Blue Ridge Parkway at Graveyard Fields",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3193,Desmognathus quadramaculatus,,34.904187575312406,-83.26644886695784,634.08,WGS84,,"Clayton Rd., 5.6 mi W Hwy. 28",,,Georgia,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3194,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,"ca. 20 mi SW Asheville, Blue Ridge Parkway at Graveyard Fields",,4TH COLLECTOR: WRIGHT J.W.,North Carolina,1972.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3195,Desmognathus quadramaculatus,,36.64994823697552,-81.70520854240544,2280.44,WGS84,,"Hwy. 58, 4.8 mi WSW Konnarock",,,Virginia,1972.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3196,Desmognathus quadramaculatus,,36.64994823697552,-81.70520854240544,2280.44,WGS84,,"Hwy. 58, 4.8 mi WSW Konnarock",,,Virginia,1972.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3197,Desmognathus quadramaculatus,,36.64994823697552,-81.70520854240544,2280.44,WGS84,,"Hwy. 58, 4.8 mi WSW Konnarock",,,Virginia,1972.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3198,Desmognathus quadramaculatus,,36.64994823697552,-81.70520854240544,2280.44,WGS84,,"Hwy. 58, 4.8 mi WSW Konnarock",,,Virginia,1972.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3199,Desmognathus quadramaculatus,,36.64994823697552,-81.70520854240544,2280.44,WGS84,,"Hwy. 58, 4.8 mi WSW Konnarock",,,Virginia,1972.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3200,Desmognathus quadramaculatus,,36.64994823697552,-81.70520854240544,2280.44,WGS84,,"Hwy. 58, 4.8 mi WSW Konnarock",,,Virginia,1972.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3201,Desmognathus quadramaculatus,,36.64994823697552,-81.70520854240544,2280.44,WGS84,,"Hwy. 58, 4.8 mi WSW Konnarock",,,Virginia,1972.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3202,Desmognathus quadramaculatus,,36.64994823697552,-81.70520854240544,2280.44,WGS84,,"Hwy. 58, 4.8 mi WSW Konnarock",,,Virginia,1972.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3203,Desmognathus quadramaculatus,,36.64994823697552,-81.70520854240544,2280.44,WGS84,,"Hwy. 58, 4.8 mi WSW Konnarock",,,Virginia,1972.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3204,Desmognathus quadramaculatus,,35.2611,-83.945,,WGS84,,"Nantahala National Forest, on old railroad grade along Snowbird Creek (Forest Trail 65), 0.5 mi (by road) SW of Junction and 0.4 mile (by road) SW of Owlcamp Branch",,,North Carolina,1972.0,8.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3205,Desmognathus quadramaculatus,,35.24,-84.0519,,WGS84,,"Nantahala National Forest, between Harshaw Gap and Bearpen Gap",,,North Carolina,1972.0,8.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3206,Desmognathus quadramaculatus,,35.24,-84.0519,,WGS84,,"Nantahala National Forest, between Harshaw Gap and Bearpen Gap",,,North Carolina,1972.0,8.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3207,Desmognathus quadramaculatus,Blackbelly Salamander,35.3278,-82.7904,1609.0,WGS84,,3 miles NW Looking Glass Falls,,,North Carolina,1972.0,9.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3208,Desmognathus quadramaculatus,Blackbelly Salamander,36.456,-81.3864,402.0,WGS84,,5 miles NE Jefferson,,,North Carolina,1971.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3209,Desmognathus quadramaculatus,Blackbelly Salamander,36.5567,-81.0939,402.0,WGS84,,4.25 miles N.NE Sparta (Nile),,,North Carolina,1971.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3210,Desmognathus quadramaculatus,Blackbelly Salamander,36.3226,-81.4804,402.0,WGS84,,5.5 miles S West Jefferson,,under rock in and along stream off Co. Rd. 1179.,North Carolina,1971.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3211,Desmognathus quadramaculatus,Blackbelly Salamander,36.3226,-81.4804,402.0,WGS84,,5.5 miles S West Jefferson,,,North Carolina,1971.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3212,Desmognathus quadramaculatus,Blackbelly Salamander,36.456,-81.3864,402.0,WGS84,,5 miles NE Jefferson,,,North Carolina,1971.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3213,Desmognathus quadramaculatus,Blackbelly Salamander,36.5567,-81.0939,402.0,WGS84,,4.25 miles N.NE Sparta (Nile),,,North Carolina,1971.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3214,Desmognathus quadramaculatus,Blackbelly Salamander,36.5567,-81.0939,402.0,WGS84,,4.25 miles N.NE Sparta (Nile),,,North Carolina,1971.0,6.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3215,Desmognathus quadramaculatus,,35.3624,-82.7806,255.89,WGS84,,"Pisgah National Forest, Buck Springs Trail, 2.4 mi SE Blue Ridge Parkway on Hwy. 276",,,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3216,Desmognathus quadramaculatus,,35.2919,-82.739,819.16,WGS84,,"Pisgah National Forest, White Pines Campground, off Hwy. 276",,COLLECTED 2-3 JUL 1971,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3217,Desmognathus quadramaculatus,,36.09506046516559,-81.80151070986871,4884.36,WGS84,,"Grandfather Mt. Hwy. 221, 7.3 mi NE Linville",,,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3218,Desmognathus quadramaculatus,,35.2919,-82.739,819.16,WGS84,,"Pisgah National Forest, White Pines Campground, off Hwy. 276",,COLLECTED 2-3 JUL 1971,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3219,Desmognathus quadramaculatus,Blackbelly Salamander,35.3207,-82.8469,805.0,WGS84,,"ca. 6.7 airmi. SSW Cruso, Graveyard Fields Overlook off BRP",,,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3220,Desmognathus quadramaculatus,,35.0682,-83.2388,27.36,WGS84,,"Dry Falls, ca. 2 mi NW Highlands",,,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3221,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,Graveyard Fields,,,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3222,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,Graveyard Fields,,,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3223,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,"Graveyard Fields, along Blue Ridge Parkway",,,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3224,Desmognathus quadramaculatus,,35.3624,-82.7806,255.89,WGS84,,"Pisgah National Forest, Buck Springs Trail, 2.4 mi SE Blue Ridge Parkway on Hwy. 276",,,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3225,Desmognathus quadramaculatus,,36.09506046516559,-81.80151070986871,4884.36,WGS84,,"Grandfather Mt. Hwy. 221, 7.3 mi NE Linville",,,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3226,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,Graveyard Fields,,,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3227,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,Graveyard Fields,,,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3228,Desmognathus quadramaculatus,,35.3624,-82.7806,255.89,WGS84,,"Pisgah National Forest, Buck Springs Trail, 2.4 mi SE Blue Ridge Parkway on Hwy. 276",,,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3229,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,"Graveyard Fields, along Blue Ridge Parkway",,,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3230,Desmognathus quadramaculatus,Blackbelly Salamander,35.286,-82.7363,805.0,WGS84,,ca. 3.5 mi. N Brevard,,,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3231,Desmognathus quadramaculatus,,36.09506046516559,-81.80151070986871,4884.36,WGS84,,"Grandfather Mt. Hwy. 221, 7.3 mi NE Linville",,,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3232,Desmognathus quadramaculatus,,35.2919,-82.739,819.16,WGS84,,"Pisgah National Forest, White Pines Campground, off Hwy. 276",,COLLECTED 2-3 JUL 1971,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3233,Desmognathus quadramaculatus,,36.1086601703942,-81.77821009024575,992.97,WGS84,,"Hwy. 221, 9.7 mi E Linville",,,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3234,Desmognathus quadramaculatus,,35.3624,-82.7806,255.89,WGS84,,"Pisgah National Forest, Buck Springs Trail, 2.4 mi SE Blue Ridge Parkway on Hwy. 276",,EXCHANGE LOAN TO USSR ACADEMY OF SCIENCES 10 FEB 1986,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3235,Desmognathus quadramaculatus,,35.3624,-82.7806,255.89,WGS84,,"Pisgah National Forest, Buck Springs Trail, 2.4 mi SE Blue Ridge Parkway on Hwy. 276",,,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3236,Desmognathus quadramaculatus,,35.3624,-82.7806,255.89,WGS84,,"Pisgah National Forest, Buck Springs Trail, 2.4 mi SE Blue Ridge Parkway on Hwy. 276",,,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3237,Desmognathus quadramaculatus,Blackbelly Salamander,36.1196,-81.7575,1609.0,WGS84,,7.3 mi. NE Linville,,Larvae.,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3238,Desmognathus quadramaculatus,,36.61144904618266,-81.75370983341985,220.48,WGS84,,"Hwy. 91, 0.1 mi S Virginia state line",,,Tennessee,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3239,Desmognathus quadramaculatus,,35.2919,-82.739,819.16,WGS84,,"Pisgah National Forest, White Pines Campground, off Hwy. 276",,COLLECTED 2-3 JUL 1971,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3240,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,"Graveyard Fields, along Blue Ridge Parkway",,,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3241,Desmognathus quadramaculatus,,36.61144904618266,-81.75370983341985,220.48,WGS84,,"Hwy. 91, 0.1 mi S Virginia state line",,,Tennessee,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3242,Desmognathus quadramaculatus,,35.3207,-82.8449,188.29,WGS84,,Graveyard Fields,,,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3243,Desmognathus quadramaculatus,,36.61144904618266,-81.75370983341985,220.48,WGS84,,"Hwy. 91, 0.1 mi S Virginia state line",,,Tennessee,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3244,Desmognathus quadramaculatus,,36.61144904618266,-81.75370983341985,220.48,WGS84,,"Hwy. 91, 0.1 mi S Virginia state line",,,Tennessee,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3245,Desmognathus quadramaculatus,,35.2919,-82.739,819.16,WGS84,,"Pisgah National Forest, White Pines Campground, off Hwy. 276",,COLLECTED 2-3 JUL 1971,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3246,Desmognathus quadramaculatus,,35.2919,-82.739,819.16,WGS84,,"Pisgah National Forest, White Pines Campground, off Hwy. 276",,COLLECTED 2-3 JUL 1971,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3247,Desmognathus quadramaculatus,Blackbelly Salamander,35.286,-82.7363,805.0,WGS84,,ca. 3.5 mi. N Brevard,,,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
3248,Desmognathus quadramaculatus,Blackbelly Salamander,36.2642,-81.2749,402.0,WGS84,,ca. 10 miles NW North Wilkesboro,,,North Carolina,1971.0,7.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
